"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 18 16:53:25 GMT 2024","Tue Jun 18 16:53:25 GMT 2024","26","Surefire suite","Surefire test","SomeTest","SomeTest","test","test",""
